Tag	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	pct.diff
RPL18A	6.82327585887883e-13	0.566739646206275	0.89	0.889	1.77214120606801e-08	Alveolar epithelial cell	RPL18A	0.001
IFI16	7.72801571410938e-13	0.693634569174795	0.752	0.668	2.00712024126849e-08	Alveolar epithelial cell	IFI16	0.084
DDIT41	1.17581547800696e-12	0.801168430955284	0.422	0.194	3.05382795947968e-08	Alveolar epithelial cell	DDIT4	0.228
RPS7	1.47083924039768e-12	0.6454791959336	0.807	0.813	3.82006367516084e-08	Alveolar epithelial cell	RPS7	-0.00599999999999989
RPL23AP2	1.81686157912217e-12	0.833945742000742	0.349	0.144	4.71875289329611e-08	Alveolar epithelial cell	RPL23AP2	0.205
VWA11	2.01048332471414e-12	0.830497601528506	0.312	0.116	5.22162729094756e-08	Alveolar epithelial cell	VWA1	0.196
FLNB1	2.77099113644519e-12	0.814002490550991	0.367	0.156	7.19681817957545e-08	Alveolar epithelial cell	FLNB	0.211
ABLIM11	3.35472953281442e-12	0.617740275586276	0.33	0.126	8.71290354262561e-08	Alveolar epithelial cell	ABLIM1	0.204
RAB13	3.51900184752585e-12	0.730337933827939	0.679	0.518	9.13955159839414e-08	Alveolar epithelial cell	RAB13	0.161
LIMCH11	5.13120888741698e-12	0.891598617646968	0.468	0.227	1.33267757223994e-07	Alveolar epithelial cell	LIMCH1	0.241
CAV21	9.16977158432593e-12	0.655411717163494	0.339	0.134	2.38157307588113e-07	Alveolar epithelial cell	CAV2	0.205
RPS15A	9.85601588081963e-12	0.525372925321925	0.844	0.823	2.55980444456647e-07	Alveolar epithelial cell	RPS15A	0.021
HLA-E	1.45873494289974e-11	0.710143862259378	0.826	0.897	3.78862639369921e-07	Alveolar epithelial cell	HLA-E	-0.0710000000000001
KIAA0355	2.50494821567227e-11	0.678760149959854	0.321	0.13	6.50585150574402e-07	Alveolar epithelial cell	KIAA0355	0.191
EPAS1	3.26195107963352e-11	0.93500765479188	0.44	0.252	8.47193934402417e-07	Alveolar epithelial cell	EPAS1	0.188
SEPT10	4.57444712910703e-11	0.739689070643704	0.477	0.271	1.18807540837168e-06	Alveolar epithelial cell	SEPT10	0.206
PLK2	4.5791485291653e-11	0.76053710196375	0.294	0.111	1.18929645599481e-06	Alveolar epithelial cell	PLK2	0.183
IL6ST1	7.70975797465105e-11	0.83435341249092	0.523	0.331	2.00237834117637e-06	Alveolar epithelial cell	IL6ST	0.192
IFI271	1.03744057984977e-10	0.628191574395724	0.761	0.543	2.69444067398583e-06	Alveolar epithelial cell	IFI27	0.218
AP003064.2	1.45826250059248e-10	0.543338040248128	0.257	0.089	3.78739936653879e-06	Alveolar epithelial cell	AP003064.2	0.168
ENG	1.53141021093712e-10	0.878174564075623	0.459	0.273	3.97737859984589e-06	Alveolar epithelial cell	ENG	0.186
ICAM2	1.54082873431167e-10	0.749974121814022	0.321	0.138	4.00184038875427e-06	Alveolar epithelial cell	ICAM2	0.183
CCDC85B	1.64471118685467e-10	0.771656905748975	0.376	0.188	4.27164389449896e-06	Alveolar epithelial cell	CCDC85B	0.188
PSIP1	1.80753598610369e-10	0.72849457890989	0.413	0.213	4.6945324631085e-06	Alveolar epithelial cell	PSIP1	0.2
OPTN	5.6624748060264e-10	0.798994438849929	0.505	0.327	1.47065795662118e-05	Alveolar epithelial cell	OPTN	0.178
SYNE21	6.4388529856042e-10	0.769541947078347	0.523	0.296	1.67229889742112e-05	Alveolar epithelial cell	SYNE2	0.227
BACE2	6.6737645187147e-10	0.6402279060864	0.284	0.114	1.73331012080058e-05	Alveolar epithelial cell	BACE2	0.17
ITGB1	8.04729956252006e-10	0.717091752391462	0.688	0.634	2.09004464237771e-05	Alveolar epithelial cell	ITGB1	0.0539999999999999
ENAH1	8.94361970904213e-10	0.590400745786035	0.404	0.193	2.32283691083242e-05	Alveolar epithelial cell	ENAH	0.211
RAI141	1.33063972765138e-09	0.711578229457745	0.358	0.168	3.45593750065617e-05	Alveolar epithelial cell	RAI14	0.19
CD991	2.36859500887835e-09	0.703519756794856	0.596	0.442	6.15171495705884e-05	Alveolar epithelial cell	CD99	0.154
FNBP1L1	2.61021624906556e-09	0.665278993908359	0.431	0.225	6.77925364207308e-05	Alveolar epithelial cell	FNBP1L	0.206
TNFSF101	3.4069943561482e-09	0.647478530186748	0.569	0.379	8.84864574178811e-05	Alveolar epithelial cell	TNFSF10	0.19
SELENOM1	3.64911771163416e-09	0.86368970366155	0.349	0.175	9.47748852065623e-05	Alveolar epithelial cell	SELENOM	0.174
KLF9	4.91856294457046e-09	0.607277480776195	0.367	0.188	0.000127744916796384	Alveolar epithelial cell	KLF9	0.179
KMT2E	5.78474913724115e-09	0.540192893932522	0.734	0.709	0.000150241504592427	Alveolar epithelial cell	KMT2E	0.025
SEPT7	6.22042701236665e-09	0.509569387099493	0.761	0.738	0.000161556930365187	Alveolar epithelial cell	SEPT7	0.023
MARCKSL11	1.41528029657731e-08	0.533957071582001	0.284	0.12	0.000367576598627059	Alveolar epithelial cell	MARCKSL1	0.164
FILIP1L1	3.28624667183853e-08	0.993569123615386	0.349	0.186	0.000853503985609902	Alveolar epithelial cell	FILIP1L	0.163
RHOC	3.65606911036195e-08	0.754624409088312	0.376	0.212	0.000949554269343207	Alveolar epithelial cell	RHOC	0.164
EPB41L4A	4.02552127276321e-08	0.575309021816557	0.266	0.115	0.00104550838496206	Alveolar epithelial cell	EPB41L4A	0.151
TIMP1	4.21517529791322e-08	1.65191913237265	0.633	0.516	0.00109476532837402	Alveolar epithelial cell	TIMP1	0.117
SNHG7	5.11445463134335e-08	0.575810070461753	0.284	0.13	0.00132832615685249	Alveolar epithelial cell	SNHG7	0.154
FKBP1A	5.4099032287288e-08	0.724954795580256	0.624	0.6	0.00140506006656544	Alveolar epithelial cell	FKBP1A	0.024
KCTD121	6.75280103170268e-08	0.696212069259855	0.606	0.496	0.00175383748395382	Alveolar epithelial cell	KCTD12	0.11
MT2A	8.16974708352745e-08	1.08117469425908	0.67	0.562	0.00212184671253375	Alveolar epithelial cell	MT2A	0.108
SERPINH1	2.08092494033787e-07	0.55486458888241	0.303	0.149	0.00540457825504551	Alveolar epithelial cell	SERPINH1	0.154
EID1	2.77829323460891e-07	0.593362412206914	0.615	0.572	0.00721578318892626	Alveolar epithelial cell	EID1	0.043
CCDC50	3.2929285377725e-07	0.635629816198686	0.394	0.241	0.00855239399830274	Alveolar epithelial cell	CCDC50	0.153
UTRN1	3.75002590548067e-07	0.740537975751945	0.532	0.408	0.00973956728171439	Alveolar epithelial cell	UTRN	0.124
BEX3	3.87387005721358e-07	0.588198973460626	0.394	0.237	0.0100612153125951	Alveolar epithelial cell	BEX3	0.157
GADD45A	4.40387516726298e-07	0.726570866914322	0.339	0.189	0.0114377445844154	Alveolar epithelial cell	GADD45A	0.15
SH3BP5	6.90475390000497e-07	0.69665052148694	0.376	0.232	0.0179330268290929	Alveolar epithelial cell	SH3BP5	0.144
MT-TE	7.12238073522487e-07	0.573498758779013	0.624	0.534	0.018498247245526	Alveolar epithelial cell	MT-TE	0.09
MT-TL1	7.32933573165649e-07	0.798375861906518	0.514	0.415	0.0190357507622582	Alveolar epithelial cell	MT-TL1	0.099
RPL29	7.88723895413007e-07	0.505866307593667	0.789	0.808	0.0204847370116666	Alveolar epithelial cell	RPL29	-0.019
PLS31	9.57960474764584e-07	0.517832134285792	0.33	0.171	0.0248801494505858	Alveolar epithelial cell	PLS3	0.159
TRAC	3.06584612044587e-293	1.8221341981332	0.534	0.036	7.962615544022e-289	T_cells	TRAC	0.498
CD3G	8.18612226407341e-221	1.57950860897789	0.49	0.041	2.12609967442515e-216	T_cells	CD3G	0.449
CD2	2.33428203663629e-210	2.08992060986914	0.597	0.066	6.06259730555177e-206	T_cells	CD2	0.531
ITM2A1	1.91210226775365e-205	1.45758637460454	0.388	0.026	4.96611200980977e-201	T_cells	ITM2A	0.362
TRBC2	8.38838301473203e-194	1.96537118153823	0.534	0.056	2.1786308365862e-189	T_cells	TRBC2	0.478
MS4A1	6.67636920926171e-179	2.27978445798073	0.374	0.029	1.73398661102945e-174	T_cells	MS4A1	0.345
CD7	3.1940688946158e-153	0.894538036566043	0.267	0.016	8.29563573309616e-149	T_cells	CD7	0.251
CD3D	9.65799389339553e-152	1.67363690343832	0.456	0.052	2.50837417399269e-147	T_cells	CD3D	0.404
CD3E	1.13396752936559e-141	0.806488085867967	0.252	0.016	2.94514046726831e-137	T_cells	CD3E	0.236
ETS11	2.29815031218952e-136	1.34668331754916	0.437	0.052	5.96875599081863e-132	T_cells	ETS1	0.385
TRBC1	1.63754327226934e-129	1.46462763436032	0.35	0.034	4.25302738673792e-125	T_cells	TRBC1	0.316
PYHIN1	1.30284974053625e-116	0.821935898906343	0.262	0.021	3.38376134612074e-112	T_cells	PYHIN1	0.241
CD96	1.82972965409485e-106	0.959143946166842	0.267	0.024	4.75217385761514e-102	T_cells	CD96	0.243
CLEC2D	5.62068067919506e-91	1.13656736922186	0.33	0.043	1.45980318600054e-86	T_cells	CLEC2D	0.287
IKZF3	9.89443340599335e-90	1.03972927505121	0.291	0.034	2.56978224420459e-85	T_cells	IKZF3	0.257
CD692	5.02083513574336e-84	2.24354048018227	0.68	0.22	1.30401130145527e-79	T_cells	CD69	0.46
RPS29	5.44582652047638e-75	1.00214549068847	0.985	0.969	1.41439006389813e-70	T_cells	RPS29	0.016
RPS271	8.85675897649908e-74	1.02769658286143	0.995	0.99	2.30027744137634e-69	T_cells	RPS27	0.005
RHOH	1.4543854887632e-70	1.05828725789352	0.32	0.051	3.77732999141578e-66	T_cells	RHOH	0.269
RPL211	1.9449366066563e-69	0.903391634445843	0.99	0.966	5.05138935480775e-65	T_cells	RPL21	0.024
LTB1	1.91749021345569e-68	1.27365852303161	0.447	0.099	4.98010558238711e-64	T_cells	LTB	0.348
BIRC31	3.39898554503814e-66	1.32164990913462	0.583	0.181	8.82784525757304e-62	T_cells	BIRC3	0.402
BTG11	6.08133422149695e-62	1.34443826243645	0.937	0.786	1.57944412400719e-57	T_cells	BTG1	0.151
RPLP2	1.86092313215712e-58	0.676362990789503	0.99	0.984	4.83318955883847e-54	T_cells	RPLP2	0.00600000000000001
CORO1A1	3.75030846681903e-57	1.11702296109243	0.451	0.118	9.74030115002238e-53	T_cells	CORO1A	0.333
RPL13A1	3.57288725585157e-54	0.816427360289655	0.985	0.956	9.27950278089769e-50	T_cells	RPL13A	0.029
ACAP1	2.34227241158288e-51	0.829792692344434	0.257	0.043	6.08334990736305e-47	T_cells	ACAP1	0.214
RPLP1	5.81237527062333e-50	0.602871573321626	0.99	0.994	1.50959010528629e-45	T_cells	RPLP1	-0.004
RPS31	1.92209572141409e-48	0.79408823112098	0.971	0.93	4.99206700765669e-44	T_cells	RPS3	0.0409999999999999
RPL23A1	3.82866641963216e-48	1.09026139149258	0.922	0.843	9.94381242506865e-44	T_cells	RPL23A	0.0790000000000001
TUBA4A	2.48410636113795e-47	0.868396549053281	0.33	0.076	6.4517210411475e-43	T_cells	TUBA4A	0.254
RPL371	9.7508107359769e-47	0.659800217522923	0.981	0.975	2.53248056434792e-42	T_cells	RPL37	0.00600000000000001
IL321	2.01506751119024e-45	1.31694362126987	0.485	0.166	5.23353334006329e-41	T_cells	IL32	0.319
RPS15	5.35197442188595e-45	0.674239906201388	0.971	0.95	1.39001479685222e-40	T_cells	RPS15	0.021
STK17B1	7.06650122514103e-44	1.21018463042569	0.578	0.247	1.83531169819363e-39	T_cells	STK17B	0.331
RPS61	1.11429975738768e-43	0.676729642508179	0.981	0.963	2.89405932988728e-39	T_cells	RPS6	0.018
CXCR41	2.72281764249145e-40	1.22001679659516	0.621	0.303	7.0717019810788e-36	T_cells	CXCR4	0.318
RPL131	2.15595735926641e-39	0.647495363212288	0.976	0.971	5.59945245348671e-35	T_cells	RPL13	0.005
RPS19	2.23750382663929e-37	0.673261719498233	0.981	0.965	5.81124493854757e-33	T_cells	RPS19	0.016
RPL311	4.84700669373662e-35	0.609183903780686	0.995	0.979	1.25886457849728e-30	T_cells	RPL31	0.016
HIST1H4C	2.57417951511408e-34	1.89226148893479	0.767	0.603	6.68565903665428e-30	T_cells	HIST1H4C	0.164
LIMD2	1.82619492424435e-33	0.909208189774243	0.335	0.1	4.74299345724743e-29	T_cells	LIMD2	0.235
RPS121	4.88445550211729e-32	0.617513504125632	0.932	0.927	1.2685907830099e-27	T_cells	RPS12	0.005
MKI67	4.3279493783565e-31	1.34733690624473	0.257	0.063	1.12405501254675e-26	T_cells	MKI67	0.194
PTMA	1.04859626087642e-30	0.573770838543592	0.99	0.996	2.72341420874823e-26	T_cells	PTMA	-0.00600000000000001
RPS27A1	1.74498452464257e-30	0.739556133267473	0.927	0.91	4.53207380740169e-26	T_cells	RPS27A	0.017
RPL14	2.44541886808656e-30	0.554871696070757	0.942	0.947	6.35124188419442e-26	T_cells	RPL14	-0.005
RPL30	7.00163601339397e-30	0.595911900987896	0.937	0.944	1.81846490539868e-25	T_cells	RPL30	-0.0069999999999999
RPL361	6.18936133456289e-29	0.644592455049856	0.908	0.886	1.60750092581267e-24	T_cells	RPL36	0.022
RPS141	8.92899136511915e-29	0.582232325492571	0.917	0.952	2.31903763734875e-24	T_cells	RPS14	-0.0349999999999999
RPS181	1.0747383294005e-28	0.676164328266211	0.942	0.941	2.79131038911899e-24	T_cells	RPS18	0.001
RPL18A1	1.42778173585883e-28	0.667473119331712	0.898	0.889	3.70823472437256e-24	T_cells	RPL18A	0.00900000000000001
RPL39	2.34236335383919e-28	0.63609628379123	0.922	0.934	6.08358610259115e-24	T_cells	RPL39	-0.012
CCL5	6.71404950597269e-28	2.48266457182513	0.466	0.216	1.74377293769123e-23	T_cells	CCL5	0.25
PMAIP1	1.00690517032612e-27	0.96980367052402	0.301	0.095	2.615134108371e-23	T_cells	PMAIP1	0.206
PTTG1	2.33726851716562e-27	0.878005509993443	0.262	0.074	6.07035379278256e-23	T_cells	PTTG1	0.188
CD521	4.75906582672823e-27	0.627478414005667	0.947	0.722	1.23602457651786e-22	T_cells	CD52	0.225
RPL321	5.49459689797943e-27	0.593090413222114	0.932	0.938	1.42705670634322e-22	T_cells	RPL32	-0.00599999999999989
BANK1	5.79774348537474e-27	1.22438314619788	0.257	0.074	1.50578993802153e-22	T_cells	BANK1	0.183
RPS211	6.27147361620302e-27	0.55587576463184	0.917	0.904	1.62882712760025e-22	T_cells	RPS21	0.013
H3F3B2	1.30529819657862e-26	0.67822118503154	0.951	0.943	3.390120476154e-22	T_cells	H3F3B	0.00800000000000001
RPL341	2.3557200453149e-26	0.583183672204252	0.951	0.95	6.11827610169185e-22	T_cells	RPL34	0.001
TOP2A	2.76472975095521e-26	1.37004377015107	0.291	0.089	7.18055610918088e-22	T_cells	TOP2A	0.202
RPL35A1	4.97885908991222e-26	0.519354652812932	0.917	0.897	1.293109282832e-21	T_cells	RPL35A	0.02
RPS251	2.80164775296541e-24	0.574401498018283	0.85	0.872	7.27643954400178e-20	T_cells	RPS25	-0.022
RPS281	2.6372125712616e-23	0.551375153455246	0.913	0.927	6.84936849008064e-19	T_cells	RPS28	-0.014
NUSAP1	4.88675544101746e-23	1.01513227187702	0.277	0.091	1.26918812314105e-18	T_cells	NUSAP1	0.186
RPL181	5.51331194211036e-23	0.61215576508842	0.874	0.892	1.4319173776049e-18	T_cells	RPL18	-0.018
RPL51	1.01335109467681e-22	0.548856335607542	0.932	0.936	2.63187546309462e-18	T_cells	RPL5	-0.004
RPL231	4.01835752755582e-22	0.528739945287524	0.971	0.979	1.0436478170568e-17	T_cells	RPL23	-0.00800000000000001
RPL241	5.15859340982365e-22	0.534403429907876	0.854	0.848	1.3397898803994e-17	T_cells	RPL24	0.00600000000000001
CCND2	7.99074682867442e-22	0.909853024878261	0.257	0.084	2.07535676634332e-17	T_cells	CCND2	0.173
RPS3A1	1.92530425751039e-21	0.561392547822676	0.898	0.896	5.00040021760597e-17	T_cells	RPS3A	0.002
STK17A	5.88981565537859e-21	1.0265361637737	0.422	0.214	1.52970292201493e-16	T_cells	STK17A	0.208
RGS14	8.98233778793296e-20	0.841057143100928	0.68	0.453	2.33289277028195e-15	T_cells	RGS1	0.227
PNRC11	2.13267584737358e-19	0.723058880964525	0.777	0.733	5.53898571079867e-15	T_cells	PNRC1	0.044
RPS261	3.04721459857982e-19	0.689933946945355	0.791	0.831	7.91422575543151e-15	T_cells	RPS26	-0.0399999999999999
EMB	4.64478614491699e-18	0.720117448228305	0.408	0.208	1.20634385755784e-13	T_cells	EMB	0.2
RAC21	4.83935430263315e-18	0.847556146457828	0.558	0.397	1.25687709947988e-13	T_cells	RAC2	0.161
RBMX	5.27655253230696e-18	0.72232796010038	0.646	0.545	1.37042622369076e-13	T_cells	RBMX	0.101
PSIP11	8.54724838404729e-18	0.931967448564505	0.398	0.212	2.21989135030476e-13	T_cells	PSIP1	0.186
RPL411	9.14692385846214e-18	0.719170525076356	0.699	0.691	2.37563906451979e-13	T_cells	RPL41	0.00800000000000001
RPS15A1	8.12006884436555e-17	0.538634130932644	0.82	0.823	2.10894428025862e-12	T_cells	RPS15A	-0.003
SH3KBP11	8.95269439131047e-17	0.925537538024921	0.553	0.404	2.32519378731116e-12	T_cells	SH3KBP1	0.149
RCSD1	1.15332993263565e-16	0.711911536415266	0.33	0.154	2.99542850104131e-12	T_cells	RCSD1	0.176
NFKBIA3	1.6996474041026e-15	0.51441887554151	0.85	0.835	4.41432423793528e-11	T_cells	NFKBIA	0.015
RPS71	1.85519388144662e-15	0.501869038963181	0.762	0.813	4.81830954889316e-11	T_cells	RPS7	-0.0509999999999999
SEPT6	3.35896267020061e-15	0.828300530676605	0.369	0.198	8.72389784704503e-11	T_cells	SEPT6	0.171
TMPO	8.43836690186691e-15	1.02831195972478	0.471	0.323	2.19161265175287e-10	T_cells	TMPO	0.148
JUN1	1.66005771439611e-14	0.589863905991054	0.888	0.913	4.31150189582958e-10	T_cells	JUN	-0.025
HIST1H1D	2.05987130072534e-14	1.13223062316289	0.325	0.164	5.34989774224384e-10	T_cells	HIST1H1D	0.161
IL2RG	9.10427343368633e-14	0.782040052771556	0.383	0.227	2.36456189619701e-09	T_cells	IL2RG	0.156
RPS51	9.56711675976505e-14	0.639364918415321	0.767	0.804	2.48477156484618e-09	T_cells	RPS5	-0.037
NPM1	1.17958065535979e-13	0.563364716032893	0.816	0.863	3.06360687810044e-09	T_cells	NPM1	-0.047
PTPRC1	6.16133615180828e-13	0.56225954727177	0.752	0.678	1.60022222534765e-08	T_cells	PTPRC	0.074
PFN11	1.16356480298247e-12	0.654376202555783	0.869	0.893	3.02201050630607e-08	T_cells	PFN1	-0.024
HNRNPA2B1	2.08085441139816e-12	0.565476282302454	0.762	0.782	5.40439507728331e-08	T_cells	HNRNPA2B1	-0.02
ARHGDIB1	2.38300114325303e-12	0.50714600789311	0.762	0.722	6.18913056925677e-08	T_cells	ARHGDIB	0.04
ARHGAP15	4.44646626809169e-12	0.73255459803201	0.34	0.195	1.15483621914877e-07	T_cells	ARHGAP15	0.145
HNRNPD	1.85603826111995e-11	0.696096593862457	0.655	0.66	4.82050257178073e-07	T_cells	HNRNPD	-0.005
HMGB1	2.15676479001293e-11	0.890835613046345	0.835	0.905	5.60154951262159e-07	T_cells	HMGB1	-0.0700000000000001
HMGB2	3.78913878101173e-11	1.3037911060916	0.403	0.281	9.84115124204367e-07	T_cells	HMGB2	0.122
IL7R	7.17132466670453e-11	0.808014470065862	0.325	0.184	1.8625364424365e-06	T_cells	IL7R	0.141
RPSA	7.55468562258311e-11	0.598440502779214	0.684	0.688	1.96210294989729e-06	T_cells	RPSA	-0.00399999999999989
TNF1	1.21017668451386e-10	0.676515646623496	0.282	0.141	3.14307088501941e-06	T_cells	TNF	0.141
CBX3	3.21591365211085e-10	0.659022439020406	0.723	0.795	8.35237093726229e-06	T_cells	CBX3	-0.0720000000000001
SYNE22	4.73375785746588e-10	0.718632186561345	0.456	0.296	1.22945159074104e-05	T_cells	SYNE2	0.16
SOCS1	1.09136474639238e-09	0.625218086403085	0.257	0.137	2.83449251933029e-05	T_cells	SOCS1	0.12
HNRNPA1	1.23487887728472e-09	0.526492410492081	0.65	0.661	3.20722742008388e-05	T_cells	HNRNPA1	-0.011
HIST1H1E	4.36468281181161e-09	0.897484504874506	0.447	0.35	0.000113359541988371	T_cells	HIST1H1E	0.097
LBR	4.45338545203356e-09	0.787987826149379	0.374	0.261	0.000115663326960216	T_cells	LBR	0.113
DDIT42	5.95273028940207e-09	0.766311203051294	0.32	0.194	0.000154604311076351	T_cells	DDIT4	0.126
ARL4C1	9.23354085104331e-09	0.551030565229246	0.296	0.169	0.000239813522983297	T_cells	ARL4C	0.127
AC016739.1	1.30298851947214e-08	0.661783282320069	0.476	0.408	0.000338412178277304	T_cells	AC016739.1	0.068
PSMB9	3.40928697098467e-08	0.645267997442486	0.485	0.401	0.000885460012104139	T_cells	PSMB9	0.084
SMCHD1	4.09967034505159e-08	0.696459565492614	0.437	0.355	0.0010647663820168	T_cells	SMCHD1	0.082
IFITM22	4.50704288469028e-08	0.663784985131256	0.466	0.387	0.00117056917801176	T_cells	IFITM2	0.079
SRSF3	5.59159782962675e-08	0.651996556659913	0.519	0.488	0.00145224978831066	T_cells	SRSF3	0.031
STRBP	5.65365907029481e-08	0.654897695105038	0.296	0.186	0.00146836833373697	T_cells	STRBP	0.11
SRSF7	6.05075051736718e-08	0.619700021030107	0.534	0.506	0.0015715009243706	T_cells	SRSF7	0.028
ANP32E	3.50653553236003e-07	0.715604449730612	0.364	0.276	0.00910717408464548	T_cells	ANP32E	0.088
CKAP2	4.9047716295976e-07	0.670075964904056	0.267	0.166	0.0127386728763909	T_cells	CKAP2	0.101
NOP58	7.51320021602811e-07	0.611071586311899	0.51	0.488	0.0195132836010682	T_cells	NOP58	0.022
SRSF2	1.55121198882244e-06	0.631748412389785	0.461	0.441	0.0402880777736964	T_cells	SRSF2	0.02
